sim_number,price_vnd
844443210,5000000
832172888,5000000
989878843,450000
936063083,1000000
344181201,450000
862859789,3000000
778998822,5000000
705239168,1000000
939867986,60000000
982184386,3000000
986246494,450000
888793979,120000000
945493106,1000000
822226777,15000000
762658777,3000000
818698989,12000000
921751379,500000
989545738,1000000
917618086,3000000
387140000,12400000
793593636,1000000
996892010,1000000
904983980,1000000
708180780,1000000
344868655,1000000
332684386,450000
389135911,500000
336316739,450000
336124186,450000
947979222,12500000
392904234,1000000
824744744,5000000
329552766,450000
344216568,450000
946435502,1000000
343753679,450000
363153336,450000
983412151,450000
777710673,3000000
909420913,500000
767891086,10000000
969595359,3000000
343282589,1000000
776689666,10000000
981326291,500000
856682222,70000000
333696069,3000000
926816368,3000000
343190171,450000
908372009,5000000
926995565,1000000
763898899,11000000
833801050,3000000
935822056,500000
976498086,3000000
768797989,13000000
334230375,450000
901317288,1000000
813480480,3000000
926031990,12000000
776994488,5000000
963221195,3000000
344768789,5000000
866504850,450000
703275959,1000000
345656565,150000000
369492772,450000
333243456,12000000
974457122,500000
906929094,3000000
917907186,1000000
776261266,1000000
964856794,500000
901339229,5000000
768542222,13500000
909391043,500000
773693939,5000000
948617783,1000000
868561668,5000000
822866078,5000000
343712639,450000
911655955,5000000
762699577,1000000
395888186,5000000
325605010,500000
828578777,3000000
702742642,1000000
337508883,450000
777004444,87000000
915109998,3000000
336210676,450000
947573955,1000000
816156886,5000000
982422414,500000
799000755,1000000
961569008,500000
866270439,450000
909131901,1000000
708588858,5000000
946838879,3000000
333716488,450000
523231987,500000
327280613,450000
922738039,500000
932687386,5000000
904093790,500000
848886866,65000000
335695168,450000
337205030,500000
931131414,3000000
335610055,500000
937502274,15000000
886596061,5000000
812966869,3000000
931407997,3000000
376071097,450000
338397777,115000000
345200781,1000000
862924539,450000
865977757,450000
889896878,3000000
985247454,450000
362555273,450000
966169279,12000000
327097386,450000
989009288,5000000
338101996,5000000
829112008,5000000
326165239,450000
879284667,500000
888777149,5000000
888357468,12000000
879288979,500000
327400166,450000
365389384,500000
943190768,1000000
929337799,79900000
984016545,500000
993320999,5000000
372568569,3000000
333070276,450000
346564884,450000
347665777,5000000
918010090,3000000
327281277,450000
763622500,1000000
328060501,450000
334005166,450000
916688399,12500000
799188114,1000000
795599877,1000000
938375030,500000
327609139,450000
962471897,500000
343130710,450000
877007188,500000
909155861,1000000
888072170,500000
763585050,1000000
868666893,10000000
923326777,3000000
773348344,1000000
915623739,3000000
942316376,1000000
826871678,11325000
989492009,3000000
942631462,1000000
928550666,10100000
904425116,500000
763603608,1000000
327325839,450000
865648969,450000
961800000,150000000
973256735,450000
776779977,12000000
911286938,5000000
824097678,11325000
929220579,3000000
339048088,500000
972584782,450000
862960379,450000
972220184,3000000
921664554,500000
763701700,1000000
943703204,1000000
707064567,13500000
327058639,450000
708018016,1000000
329868039,450000
816179579,3000000
899119989,3000000
986379684,450000
813162339,500000
909010313,5000000
921804999,10400000
852400234,500000
388288566,5000000
795616216,1000000
389868896,3000000
779123444,11000000
943444438,3000000
973895186,3000000
889661948,1000000
365929610,500000
705939596,1000000
344312019,450000
969909666,72000000
823072013,15000000
587033333,79000000
963894550,500000
886626895,1000000
982020284,3000000
945216921,1000000
328999321,450000
888952173,1000000
919005999,76000000
702545545,12000000
931836486,3000000
934313868,5000000
762525525,10000000
776976555,3000000
928328239,500000
775223239,500000
977715898,3000000
335789989,12000000
932384838,3000000
933970907,3000000
866074075,450000
763642242,1000000
968992161,1000000
383850366,450000
967570886,3000000
569220268,500000
334247166,450000
332050472,450000
329739888,11000000
812999191,3000000
967097058,450000
328598539,450000
795666911,1000000
335426889,500000
943124060,1000000
965741721,500000
867113688,5000000
921027768,1000000
961378888,268000000
997682999,5000000
934842223,1000000
328020906,450000
867450000,13000000
934126268,3000000
984030399,10800000
909462721,500000
976372020,3000000
985043039,3000000
837888881,10000000
786956666,58000000
822865286,3000000
369521686,450000
898319466,1000000
865313631,450000
827708678,11325000
983813888,82000000
926877568,1000000
332864188,450000
963992003,12000000
344130402,450000
346757368,450000
366727188,450000
762601603,1000000
889374278,500000
986300605,450000
945957367,1000000
986958958,58000000
332857838,450000
879766288,500000
981876244,500000
703376999,10000000
763294953,1000000
926161889,3000000
931074243,500000
943625433,500000
941594288,500000
888305168,3000000
344155502,450000
522602005,500000
974285671,450000
886591179,1000000
819042678,11325000
343709688,450000
325470056,1000000
977179296,1000000
798738666,10800000
877994492,500000
934285379,1000000
877113001,500000
979639238,5000000
336991789,5000000
971970717,450000
765128888,98000000
355847966,450000
934214786,500000
335188668,5000000
325222668,12200000
922640999,10400000
362964768,1000000
933868843,500000
839346886,3000000
819463678,11325000
856354678,11325000
976381989,10000000
868751246,500000
926298828,500000
865034934,450000
327925444,450000
777737786,5000000
568198868,1000000
843671886,500000
981109209,11500000
789827799,3000000
762574577,1000000
898888084,3000000
877110589,500000
379266322,1000000
888878676,3000000
839600999,13900000
329001788,450000
355957857,500000
326298266,450000
778989894,5000000
845146678,11325000
857288989,3000000
866385989,450000
877113818,500000
974477401,450000
948713961,500000
966662626,100000000
767642222,12600000
978306188,3000000
774126868,5000000
922041975,5000000
364513668,450000
942900093,1000000
779025777,5000000
763007939,1000000
812342017,3000000
879817699,500000
989021009,5000000
819220099,3000000
336134986,450000
866374998,450000
336677668,5000000
932132168,5000000
965681000,5000000
932790880,5000000
889557559,5000000
993678886,13000000
326952011,450000
904317514,500000
343177339,450000
763721972,1000000
333301111,69999000
705111995,12000000
966131767,1000000
946441058,1000000
866212024,450000
799855839,3000000
865420720,450000
866969886,13700000
915279689,3000000
847867879,5000000
849493678,11325000
333421839,450000
826676886,3000000
564444777,13000000
334506366,450000
943665630,1000000
843333579,10000000
916315699,3000000
877115880,500000
939780671,500000
327964139,450000
349338988,500000
906368111,12000000
983383033,5000000
772924444,11000000
962981997,12000000
343260810,450000
862911539,450000
567892177,5000000
906071980,12000000
968464717,1000000
343591679,1000000
942980777,5000000
888518101,1000000
911228286,11000000
707436666,72300000
813383879,5000000
905138980,500000
565500800,3000000
352031997,3000000
702785783,1000000
975169996,5000000
898997799,52000000
945778722,1000000
978539179,10000000
327712018,450000
813683688,12000000
877993688,500000
763613013,1000000
946119381,1000000
372944926,1000000
707675576,1000000
327980239,450000
865997934,450000
921061987,12000000
926417986,1000000
859777796,3000000
762529525,1000000
763600605,1000000
335722215,450000
528922003,500000
773375999,5000000
995688868,50000000
869699607,500000
813614678,11325000
798683344,1000000
762756345,1000000
385280782,450000
931020406,10000000
703926779,1000000
961808089,10000000
763042010,3000000
775261298,1000000
334780000,13600000
936132025,1000000
889787578,3000000
762742018,1000000
866376663,450000
932290496,3000000
763552559,1000000
924754777,5000000
877123133,500000
384433433,5000000
816216999,13000000
964369060,500000
795631231,1000000
329367466,450000
866228998,5000000
862979178,450000
941207968,1000000
336996878,5000000
941426488,500000
325012006,13500000
708055933,1000000
763747746,1000000
364635179,450000
334527186,450000
888555000,73000000
877159379,500000
921863836,3000000
327974774,450000
877112293,500000
862948404,450000
384401668,450000
903978459,500000
923588139,1000000
779588558,3000000
343286739,450000
862651419,500000
928262688,5000000
795714814,1000000
979050569,3000000
936351102,5000000
707088989,12000000
909183073,1000000
868029779,5000000
583922222,100000000
886625777,12000000
334519339,450000
962881059,500000
935021996,3000000
865995868,5000000
981568442,500000
332110400,450000
705042010,15000000
976382112,3000000
901151227,1000000
329272039,450000
916269686,10000000
946884522,1000000
877331135,500000
339375357,500000
334683539,450000
849250778,1000000
368528190,500000
776599995,11000000
979948888,320000000
985485674,450000
975052019,5000000
773383696,1000000
921541990,5000000
866865319,500000
365551102,12000000
862898082,450000
862978289,450000
866248599,450000
948768386,10000000
922102013,15000000
987734541,450000
984109929,5000000
342553839,450000
971922114,1000000
985508389,5000000
817054678,11325000
968216770,500000
528921983,500000
773358987,1000000
877153288,500000
708888825,10800000
921189938,1000000
966541111,55000000
327065388,450000
386969979,12550000
823666656,10000000
338463779,450000
926289886,3000000
332341661,450000
335732016,450000
931151579,12000000
899017999,13000000
966110441,500000
852788686,13800000
777510567,1000000
362789789,93000000
798868268,5000000
976052002,5000000
989622008,5000000
329852539,450000
344100699,450000
925844004,500000
376128319,500000
766666580,5000000
939833146,500000
393974879,500000
924021991,12000000
868068839,3000000
792025888,10100000
824576688,5000000
342204886,450000
344317966,450000
946696565,3000000
329612639,450000
767055221,500000
926302552,500000
868117690,500000
765575676,5000000
777666991,5000000
877008234,500000
989723420,450000
963595093,500000
889220899,3000000
845367899,3000000
813120120,5000000
971095895,1000000
334463599,450000
828012678,10000000
889868700,1000000
888887692,10300000
795628889,1000000
976450480,500000
763714914,1000000
347905739,450000
898866686,50000000
965996186,3000000
886383193,1000000
702131987,10000000
879829090,500000
927388887,3000000
981572981,500000
375741368,5000000
981251990,10000000
921814888,11500000
971641882,500000
795726012,1000000
763034134,1000000
993553939,10000000
899616210,1000000
817921921,5000000
899016668,5000000
922178779,3000000
763578282,1000000
524847779,500000
879484303,500000
386599288,800000000
937138386,5000000
909904293,500000
982625671,450000
357633372,450000
335069286,450000
989030408,3000000
966682682,55000000
329534968,450000
822473678,11325000
396817979,13900000
973859748,450000
928999592,1000000
968439082,500000
947177777,320000000
369080982,450000
773351688,1000000
824062012,15000000
982163789,12000000
785977999,13500000
865832478,450000
877266882,500000
334847399,450000
566332007,500000
814688722,500000
868789368,12000000
865529079,450000
859829234,500000
941622969,1000000
565641988,500000
336519679,1000000
869888689,12500000
769770770,10000000
357515515,13900000
586812005,500000
932919891,5000000
945321765,500000
961580660,500000
911592379,5000000
334011096,450000
972267326,5000000
824883699,3000000
327449639,450000
819966433,500000
903262628,88000000
327150601,450000
363338969,5000000
942885940,1000000
877127474,500000
366806668,12000000
822363636,254600000
795635637,1000000
379315113,1000000
396311114,3000000
899999957,50000000
326925739,450000
942252345,12000000
814541886,500000
783221178,1000000
918065066,14000000
567633668,3000000
587234866,500000
945665078,1000000
986223388,99000000
777818181,150000000
343574889,450000
355336956,399000
898149171,1000000
763760456,1000000
798436999,5000000
343060196,450000
918963405,500000
585792003,500000
828186866,5000000
334831388,450000
971728634,500000
865418568,450000
852793444,1000000
943337111,5000000
974108849,450000
879883119,500000
762659653,1000000
972942690,500000
385621686,450000
333312988,10000000
911822779,5000000
981639657,500000
328103588,450000
763519511,1000000
798786666,55000000
902200552,3000000
776780886,1000000
944815046,1000000
777002828,3000000
523832008,500000
776211955,1000000
379276899,450000
865089499,450000
763524124,1000000
961560345,3000000
375250379,450000
845088668,12000000
906089863,1000000
838111779,3000000
523952006,500000
917097439,500000
865633686,5000000
337553222,3000000
375361266,450000
347017123,450000
702758258,1000000
938850909,3000000
329927486,450000
762758484,1000000
382415595,500000
925791980,5000000
988786549,450000
762600211,1000000
336290100,450000
385879668,3000000
332270293,450000
994822222,210000000
869314665,500000
343964899,450000
762511514,1000000
368688888,750000000
344041275,450000
398484950,5000000
707286862,3000000
763531976,1000000
789310199,3000000
989919278,3000000
926283861,500000
335415188,450000
763126654,1000000
945178868,5000000
917290371,1000000
772183666,3000000
922272006,3000000
343946399,450000
344777965,500000
344095539,450000
343358566,450000
987545797,1000000
343016279,450000
926638139,1000000
364545556,5000000
916011076,1000000
849314888,3000000
784261555,5000000
865049999,95000000
901207459,1000000
973922012,5000000
833253444,1000000
934238559,500000
915604614,3000000
868518586,3000000
979472010,5000000
813986354,500000
399881993,10000000
977522023,3000000
889195992,1000000
974125372,450000
816577966,500000
879927586,500000
918963403,500000
399082002,5000000
941690325,1000000
763713711,1000000
862999837,450000
918218386,14000000
837274789,3000000
862970986,450000
816379789,3000000
392754567,15000000
972514770,500000
921808080,100000000
773322677,1000000
986310198,5000000
866369766,450000
773398321,1000000
336811971,1000000
988474515,1000000
945078708,1000000
762721722,1000000
762620012,1000000
769053999,5000000
365191291,800000000
877010974,500000
889889801,3000000
927508986,500000
919123868,55000000
797981981,13000000
763688311,1000000
823180000,14000000
922784794,3000000
788684666,10000000
866188698,450000
828666633,12000000
708091108,1000000
779633999,12000000
865528527,450000
933987788,5000000
936600837,500000
947927560,1000000
333976039,450000
853992666,15000000
339875086,450000
333280395,450000
764229123,1000000
969898191,3000000
708888823,10800000
973291095,5000000
865437388,450000
936852598,1000000
857069444,1000000
336270583,450000
898507527,1000000
352222717,5000000
931393168,10000000
566201996,500000
936000719,500000
945931369,1000000
877334689,500000
934012968,5000000
569333999,56000000
823473678,11325000
879930179,500000
334940266,500000
939677390,500000
367431368,5000000
865463458,450000
868608286,5000000
903992838,5000000
974994700,500000
936640994,500000
931044368,5000000
335496286,450000
971253593,500000
774156688,10000000
763151751,1000000
856395678,12000000
782017555,5000000
334723766,450000
376555636,3000000
922052006,15000000
971785778,1000000
763581964,1000000
967090557,500000
397252676,500000
838666686,125000000
889862030,3000000
365025999,10100000
963868975,1000000
779666468,5000000
566155165,3000000
708105505,1000000
932711919,3000000
917062005,12000000
353791768,450000
705204210,1000000
932464116,1000000
947885888,55000000
965535128,500000
929225679,3000000
979191998,12000000
328428739,450000
932550279,5000000
816192192,10000000
768364679,500000
818617379,1000000
384842992,450000
343140191,450000
384121993,5000000
763600477,1000000
762562362,1000000
988134549,450000
867012499,450000
377421839,500000
762748778,1000000
392254786,500000
333491975,450000
795737837,1000000
376671688,450000
961834598,500000
819556677,80000000
923456565,12000000
965983485,500000
989776960,450000
343298166,450000
974051998,10000000
877007988,500000
858683638,3000000
327005866,450000
819707172,5000000
937190111,5000000
902112029,5000000
375901117,450000
916111879,10000000
962398444,5000000
942088863,1000000
769279888,11000000
773227555,5000000
362835398,299000
399084279,500000
868717314,500000
973223341,500000
977442796,1000000
792115577,10000000
762541941,1000000
762603012,1000000
963442022,3000000
941333734,1000000
397827456,1000000
398881986,12000000
345021291,450000
866122684,450000
944250681,3000000
879769345,500000
925661193,500000
389662228,5000000
902337688,3000000
343109239,450000
865512300,450000
922885679,3000000
879159986,500000
974750880,450000
979124006,500000
963842004,3000000
865851685,450000
777708877,12000000
933715655,500000
334387568,450000
888659229,3000000
335655573,450000
855555432,12500000
812395279,5000000
343251679,450000
902902229,5000000
826619798,500000
707663535,3000000
856655565,12000000
763515454,1000000
981559880,1000000
965918299,3000000
869996568,12000000
766952345,3000000
879484844,500000
334010699,450000
374449177,500000
797584768,500000
342853739,450000
942090874,1000000
866251925,450000
975627780,500000
877009586,500000
707777785,12000000
827343666,3000000
833409999,110000000
869959686,5000000
823467777,55000000
334540266,450000
327090584,450000
378352879,450000
344090782,450000
934185066,500000
914551881,5000000
866528288,3000000
968702018,3000000
878234598,500000
901322178,500000
399578899,12800000
384269269,11000000
942872002,5000000
973582016,5000000
378777550,450000
818777997,3000000
949215586,1000000
768922999,12800000
946135599,3000000
355642368,1000000
824821678,11325000
879882829,500000
877157599,500000
896525686,1000000
762611399,1000000
945795966,10175000
797191939,12000000
929062002,12000000
888865965,5000000
358551991,5000000
963392894,1000000
935081996,3000000
865216446,450000
386850839,450000
889108346,1000000
962192279,3000000
763758123,1000000
385510988,450000
915719234,1000000
792896989,3000000
846524586,500000
961177199,12000000
978633333,488000000
343042969,450000
762759751,1000000
941697089,500000
364949999,120000000
762746446,1000000
338407107,500000
925118018,500000
779153999,5000000
819927678,11325000
568379279,1000000
928897899,3000000
901469469,55000000
815222215,10000000
706827827,5000000
833366268,5000000
762506706,1000000
778586654,1000000
375111100,12000000
325555883,3000000
879286123,500000
344082766,450000
326552268,5000000
379307288,500000
877105299,500000
762521421,1000000
786234539,3000000
862393939,220000000
334613866,450000
937502273,15000000
705929698,1000000
931375679,3000000
989144401,450000
934361739,500000
762793234,1000000
917392013,3000000
903780468,3000000
929439394,3000000
966474425,500000
888085179,1000000
385150000,15000000
762583588,1000000
342328166,450000
849163678,11325000
824168998,3000000
888505887,1000000
854561339,500000
387131994,5000000
332383766,450000
799066899,1000000
877990064,500000
364858658,500000
336224441,450000
828082004,15000000
928338797,1000000
865871707,450000
329190312,450000
945430043,3000000
938212011,3000000
815911233,500000
379669233,500000
334685266,450000
702705005,1000000
706838888,179000000
877011289,500000
922013889,3000000
979895889,12000000
332574968,450000
393282288,5000000
987582016,5000000
813696776,1000000
583488686,3000000
928199268,3000000
343187166,450000
818990077,3000000
795677007,1000000
812071984,15000000
328347367,500000
798869639,3000000
332712566,450000
327485739,450000
328794139,450000
833865252,3000000
386198998,5000000
587931997,500000
763608383,1000000
765222122,3000000
923354999,11600000
943606137,1000000
358719699,450000
925736353,500000
905341250,500000
866608886,13100000
865482648,450000
703789789,176000000
889080181,5000000
858097097,12500000
386384345,1000000
333779356,3000000
865478953,450000
333340670,500000
353891990,5000000
879611389,500000
909371520,500000
337777912,5000000
815179168,12000000
975974988,1000000
942810466,500000
334030609,5000000
945151065,1000000
922971984,5000000
782373797,3000000
865451939,450000
909110725,1000000
868528299,3000000
567882239,3000000
823883183,1000000
911800800,120000000
763708408,1000000
925343333,56000000
941064766,500000
835196896,3000000
969082012,5000000
343834988,450000
799020252,1000000
865170005,450000
867011557,450000
333892166,450000
877010304,500000
898342075,1000000
929842014,1000000
378395586,450000
327549551,450000
382260000,15000000
945719153,1000000
853689596,500000
865511176,450000
923985878,1000000
989657793,450000
337957345,450000
789888635,1000000
382723933,500000
706919789,3000000
865393961,450000
888118778,5000000
343818669,450000
325554994,450000
377024997,500000
888851967,1000000
566021997,500000
905571379,3000000
824283678,11325000
329609566,450000
818791678,11325000
945634295,1000000
795710712,1000000
969942379,3000000
904222950,500000
359294239,450000
964042326,500000
909267213,1000000
708360666,3000000
762512212,1000000
909619760,1000000
974261998,5000000
839095379,1000000
343630466,450000
795456789,550000000
984711175,1000000
333339085,3000000
326100915,450000
939396551,1000000
877178885,1000000
926044888,14400000
966378737,3000000
329214334,450000
795635835,1000000
344091074,450000
708151967,1000000
705983012,1000000
986732173,450000
877993880,500000
379150983,1000000
877106107,500000
971356199,3000000
335241012,450000
327436586,450000
852635234,1000000
823031984,15000000
385197139,500000
847230678,11325000
862967389,450000
786673456,3000000
963068582,500000
845045886,500000
965678246,5000000
823118881,3000000
984788864,450000
327556399,450000
792551997,3000000
985435293,500000
344284166,450000
356107266,500000
944661038,1000000
785389939,3000000
372561991,5000000
912700002,3000000
985727732,450000
888767880,1000000
865663469,450000
708131086,1000000
869384222,3000000
707937878,5000000
832679838,500000
333031085,450000
329091975,5000000
966897222,11250000
909169512,1000000
344032868,450000
792669667,3000000
389071999,10100000
965016199,3000000
528476789,10350000
937700197,500000
898316675,1000000
963187388,3000000
762123469,1000000
922202220,12500000
378249399,450000
762721969,1000000
779617961,5000000
961198345,5000000
706637637,5000000
334361568,450000
989761566,3000000
762622500,1000000
912011968,12000000
976892011,10000000
812576444,1000000
814032014,10000000
327070707,50000000
982995909,3000000
328190395,450000
327393786,1000000
819055700,500000
708047147,1000000
338198765,1000000
329180577,450000
942659391,1000000
798888498,3000000
971139519,500000
865769884,450000
961907688,5000000
909267173,1000000
832076868,13000000
336140275,450000
397242768,1000000
931347939,3000000
384222255,12000000
845979579,3000000
363666177,450000
763188330,1000000
931443668,5000000
795907666,3000000
346231345,1000000
911832014,3000000
876966888,11000000
708003103,1000000
773322955,1000000
866916666,139000000
988293454,450000
848098668,3000000
909267350,1000000
971387214,500000
336341689,450000
785898988,12600000
969011980,5000000
921829009,1000000
968083186,3000000
327051982,5000000
343677239,450000
866957727,450000
766934999,5000000
989691196,12000000
928697989,50000000
848529678,11325000
762691972,1000000
817792379,1000000
372905603,1000000
909158893,1000000
971323693,500000
383723439,500000
862937323,450000
822992995,3000000
942067551,1000000
862999738,450000
915071996,10000000
793288586,1000000
339699698,5000000
356444568,3000000
936614116,500000
845923678,11325000
866597602,450000
327260120,1000000
768071555,5000000
816032017,10000000
799099155,1000000
327844986,450000
828365268,3000000
943621778,500000
778166866,3000000
342433866,1000000
925917121,500000
944326630,1000000
862913291,450000
879881184,500000
985520499,3000000
988863784,450000
973290729,450000
947821434,1000000
344141566,450000
929061971,3000000
383124039,450000
363550099,12000000
965110757,500000
865909035,450000
335631113,450000
869040492,3000000
889889908,5000000
865000592,450000
879488587,500000
329680439,450000
979192005,10000000
868867722,3000000
949356354,500000
795616345,1000000
778511887,500000
926742986,500000
973075088,1000000
327589879,450000
376430339,450000
336755745,500000
965758079,1000000
879486880,500000
902218582,500000
333203333,65000000
928887968,11550000
327050804,450000
398050666,10000000
877154266,500000
896543979,11500000
343817679,450000
888659928,1000000
799885139,3000000
384462079,450000
798363738,15000000
763588922,1000000
889462464,1000000
842873678,11325000
333649039,450000
795759754,1000000
355492259,500000
817088885,3000000
858333579,5000000
326921086,450000
982272329,3000000
856388887,3000000
763519009,1000000
777764673,3000000
975724795,450000
865211039,450000
866412712,450000
978464491,500000
763616916,1000000
566082001,500000
343592221,450000
933919131,3000000
355801993,5000000
911339568,10000000
921072012,10000000
334657388,450000
928651766,500000
966970686,3000000
943994400,3000000
335502220,450000
926655282,500000
948405395,1000000
832323456,65000000
968955859,3000000
365191777,5000000
866811980,3000000
858030393,5000000
877011107,500000
866642552,450000
939682521,500000
924541985,3000000
777179599,1000000
986340779,3000000
763658181,1000000
762619519,1000000
706672672,5000000
867975234,1000000
343623739,450000
924147888,11000000
583878687,500000
389424558,500000
941320986,500000
947529990,500000
862925239,450000
333978994,500000
888952169,1000000
909470811,500000
888494594,500000
397739999,106250000
889149312,1000000
886932232,1000000
707799009,3000000
763722728,1000000
968278397,500000
785724555,5000000
932305086,1000000
332891266,450000
777678721,1000000
372511988,5000000
926708858,1000000
879485689,500000
846986989,3000000
968448874,500000
879162586,500000
911445786,500000
763082080,1000000
946145604,1000000
588262003,500000
335315839,450000
364202333,5000000
334708266,450000
904250939,1000000
325383499,450000
896888847,11900000
904134818,500000
335999579,3000000
877003788,500000
815306669,3000000
855445454,5000000
916646610,1000000
586787868,5000000
909108791,1000000
984108299,3000000
364334668,450000
888110077,5000000
946384927,1000000
909692671,500000
343311277,450000
926363977,1000000
934498763,500000
332740660,450000
812331177,3000000
779181151,1000000
769182999,12000000
835989999,250000000
877119667,500000
857027939,500000
924269777,5000000
866247924,450000
334047669,450000
355578077,500000
326107887,450000
866442942,450000
865407599,450000
374160598,450000
818538989,10500000
762777911,1000000
777776641,12900000
795688511,1000000
333154279,450000
855101417,3000000
762711711,11000000
765839234,1000000
329614664,450000
866860819,500000
969075131,500000
762533911,1000000
333216869,3000000
906320686,3000000
563632004,1000000
862262622,14000000
386330199,450000
762599400,1000000
924442486,500000
332829994,450000
379383179,450000
584878787,11900000
702788633,1000000
328182968,450000
888181389,3000000
976936282,1000000
978804688,5000000
334150908,450000
336290807,450000
877110584,500000
567898858,3000000
813764678,11325000
329358239,450000
563192008,500000
777728970,3000000
989792016,12000000
926671389,500000
908040398,5000000
343399935,450000
336271194,450000
839444468,5000000
947680895,1000000
898147042,1000000
919001787,3000000
816121994,5000000
938881368,68000000
343738882,450000
332505066,450000
795721678,1000000
334153444,450000
931393923,1000000
936524939,13125000
989094586,3000000
971444666,102000000
343681339,450000
989804876,500000
925940368,500000
528382838,10000000
846344567,5000000
816234569,12000000
865164562,450000
822040494,3000000
763766822,1000000
866855811,5000000
993683986,3000000
926302279,500000
778533711,1000000
933811975,3000000
856868679,13000000
327455581,450000
799149414,1000000
842317678,11325000
343026660,450000
349280493,450000
989100897,5000000
377162558,500000
866044491,450000
335419639,450000
335021098,450000
819345838,500000
326340839,450000
343669888,13490000
343567969,450000
866290875,450000
901812277,3000000
979538584,500000
326993919,1000000
334432868,450000
787683999,13200000
911277379,3000000
942278866,5000000
988532327,500000
705891666,5000000
987820999,52250000
909841135,500000
763017210,1000000
909721580,500000
825251984,10000000
865617447,450000
896506020,1000000
822222622,60000000
905809933,3000000
824102012,12000000
334181039,450000
865342016,450000
329030181,450000
888952160,1000000
849327678,11325000
763517417,1000000
349652234,450000
329986188,450000
326082001,10000000
817777778,179000000
928578666,10600000
763527927,1000000
859436668,3000000
941242750,1000000
366349123,450000
332456456,68000000
862926589,450000
777779819,10000000
336250109,450000
762718218,1000000
344223199,450000
333408366,450000
926612788,1000000
333812002,5000000
783333338,99000000
372446786,1000000
358952220,500000
379637888,12000000
384641766,450000
347098881,450000
334740599,450000
842209678,11325000
941162550,1000000
812067666,5000000
705464844,1000000
763130567,500000
763644166,1000000
877119931,500000
944210975,3000000
763726725,1000000
335215885,450000
799127432,1000000
364667774,450000
879773885,500000
865494288,450000
966162015,5000000
975598699,5000000
332648118,450000
941321087,1000000
332254889,450000
904949166,500000
879772234,500000
964807688,3000000
967397909,3000000
708008408,1000000
862898923,450000
966864586,5000000
886086660,3000000
927899337,1000000
898113379,3000000
826596879,3000000
826597678,11325000
815967111,1000000
862973727,450000
946701101,1000000
889776734,1000000
969698193,3000000
702770012,1000000
329271444,450000
961394989,5000000
762222883,3000000
988818519,3000000
327254566,450000
824597678,11325000
816082017,15000000
926926779,3000000
762649567,1000000
967861399,3000000
973009878,1000000
799022559,1000000
762566833,1000000
796484666,5000000
866054307,450000
927941288,500000
702707345,1000000
334750739,450000
937227282,5000000
333838889,13000000
898340656,1000000
386902439,500000
866386387,450000
934090910,3000000
909646169,5000000
762560565,1000000
339559789,10000000
763744200,1000000
565029858,500000
334470599,450000
973772016,5000000
333286539,450000
855244678,11325000
879930199,500000
879933357,500000
924797555,5000000
344271178,450000
888703733,3000000
865267802,450000
978212017,5000000
784179999,70000000
342982339,450000
343090602,450000
944378424,1000000
343438839,450000
965044373,500000
332974639,450000
343214388,450000
866592340,450000
334402839,450000
879227066,500000
799551097,1000000
912404221,1000000
961642104,500000
929031978,12000000
353588167,500000
928748466,500000
586231996,500000
329260278,450000
829878786,3000000
369200581,450000
325523993,5000000
916798281,500000
813268777,5000000
982555590,12000000
879881366,500000
979197095,500000
343289994,450000
763633422,1000000
762622911,1000000
927311777,5000000
866833868,12000000
762579576,1000000
358850086,500000
374002882,450000
904387696,1000000
869351848,500000
877119008,500000
789913366,1000000
942148887,500000
763024021,1000000
765582582,5000000
343993766,450000
981761997,11000000
585733939,3000000
327750799,450000
888792118,1000000
385561866,450000
966262013,12000000
922103789,3000000
906344944,3000000
843509886,500000
328049286,450000
357048268,1000000
947823346,1000000
819002253,3000000
948677700,1000000
946109452,1000000
377615899,450000
943274682,1000000
943580875,1000000
834678971,3000000
942793965,500000
819166022,500000
337117239,450000
934434868,5000000
946638078,1000000
327495699,450000
346737599,450000
877135456,500000
974238229,500000
933311000,11000000
928137836,500000
342566999,12490000
335050288,450000
907288439,500000
903105822,1000000
343068879,450000
332538586,450000
971568990,3000000
383395486,450000
799922111,3000000
818929292,80000000
369398778,450000
898311707,1000000
359474686,450000
763506508,1000000
936413169,500000
898600677,1000000
905326129,500000
334712879,450000
886800866,5000000
326307997,450000
912658515,500000
985113465,500000
814421999,5000000
973543384,500000
905142705,500000
763622100,1000000
865161511,450000
849534913,3000000
775999669,3000000
704577123,1000000
917290870,1000000
342932768,450000
327122020,13500000
859049678,11325000
343265539,450000
971466067,500000
839286699,3000000
364587366,500000
862917379,450000
705400544,1000000
708681177,1000000
362252838,1000000
984466746,450000
846171171,5000000
344160307,450000
967989406,500000
877119904,500000
354157555,12000000
919862013,13500000
334799639,450000
947719791,1000000
987082608,1000000
838336998,3000000
981418044,500000
332584368,450000
984493645,500000
762636234,1000000
828600959,500000
374016123,450000
943782083,1000000
983356713,450000
901902908,14065000
961889121,500000
946980450,1000000
865343974,450000
795818283,11000000
914240901,1000000
375655789,3000000
933795539,3000000
776759759,3000000
798252345,3000000
865483488,450000
826604678,11325000
343605168,450000
776767272,10000000
936179569,5000000
705973543,1000000
962886845,500000
325714004,450000
945952072,1000000
334791886,450000
366006638,3000000
865517447,450000
845888383,12000000
763566006,1000000
971730004,450000
948121435,1000000
